권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,적립유형 코드,적립유형명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,최고 우대금리,월 납입액(예시),세전 이자(예시),세후 이자(예시),만기 수령액(예시),가입방법,가입제한 코드,가입 대상,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
020000,은행,202607,0014807,수협은행,10140114300011,Sh해양플라스틱Zero!적금 (정액적립식),S,정액적립식,12,S,단리,3.50%,2.96%,4.00%,"100,000","22,750","19,246","1,219,246","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10140114300011,Sh해양플라스틱Zero!적금 (정액적립식),S,정액적립식,24,S,단리,3.00%,2.54%,3.50%,"100,000","75,000","63,450","2,463,450","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10140114300011,Sh해양플라스틱Zero!적금 (정액적립식),S,정액적립식,36,S,단리,3.30%,2.79%,3.80%,"100,000","183,150","154,945","3,754,945","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10140114700041,헤이(Hey)적금 (정액적립식),S,정액적립식,6,S,단리,2.50%,2.11%,3.40%,"100,000","4,375","3,701","603,701",스마트폰,1,제한없음 (실명의 개인),*최대우대금리 :0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.8% (만기시),* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10140114700041,헤이(Hey)적금 (정액적립식),S,정액적립식,12,S,단리,2.80%,2.37%,3.70%,"100,000","18,200","15,397","1,215,397",스마트폰,1,제한없음 (실명의 개인),*최대우대금리 :0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.8% (만기시),* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 정기적금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141109800021,Sh월복리자유적금,F,자유적립식,12,M,복리,2.20%,1.86%,2.90%,"100,000","14,300","12,098","1,212,098","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),*최대우대금리:0.7% -첫거래고객:0.3% -카드거래:최대0.3% -복수거래:0.1% -요구불거래:최대0.2% -인터넷뱅킹고객:0.1% -자동이체실적:0.1%,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141109800021,Sh월복리자유적금,F,자유적립식,24,M,복리,1.80%,1.52%,2.50%,"100,000","45,000","38,070","2,438,070","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),*최대우대금리:0.7% -첫거래고객:0.3% -카드거래:최대0.3% -복수거래:0.1% -요구불거래:최대0.2% -인터넷뱅킹고객:0.1% -자동이체실적:0.1%,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141109800021,Sh월복리자유적금,F,자유적립식,36,M,복리,1.90%,1.61%,2.60%,"100,000","105,450","89,211","3,689,211","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),*최대우대금리:0.7% -첫거래고객:0.3% -카드거래:최대0.3% -복수거래:0.1% -요구불거래:최대0.2% -인터넷뱅킹고객:0.1% -자동이체실적:0.1%,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141114300011,Sh해양플라스틱Zero!적금 (자유적립식),F,자유적립식,12,S,단리,3.65%,3.09%,4.15%,"100,000","23,725","20,071","1,220,071","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 20만원,200000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141114300011,Sh해양플라스틱Zero!적금 (자유적립식),F,자유적립식,24,S,단리,2.85%,2.41%,3.35%,"100,000","71,250","60,278","2,460,278","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 20만원,200000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141114300011,Sh해양플라스틱Zero!적금 (자유적립식),F,자유적립식,36,S,단리,2.85%,2.41%,3.35%,"100,000","158,175","133,816","3,733,816","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인),* 최대우대금리:0.5% 1. 해양플라스틱감축서약 : 0.1% (신규시) 2. 봉사활동 또는 상품홍보 : 0.2% (만기시) 3. 입출금통장 최초신규 : 0.2% (만기시) 4. 자동이체 출금실적 : 0.2% (만기시) - 수협신용카드 / 당행 펀드 / 수협체크카드,* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 20만원,200000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141114700041,헤이(Hey)적금 (자유적립식),F,자유적립식,12,S,단리,3.20%,2.71%,4.10%,"100,000","20,800","17,597","1,217,597",스마트폰,1,제한없음 (실명의개인),*최대우대금리 : 0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.8% (만기시),* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0014807,수협은행,10141114700041,헤이(Hey)적금 (자유적립식),F,자유적립식,6,S,단리,2.90%,2.45%,3.80%,"100,000","5,075","4,293","604,293",스마트폰,1,제한없음 (실명의개인),*최대우대금리 : 0.9% 1. 마케팅동의 : 0.1% (신규시) 2. 자동이체 납입 : 0.8% (만기시),* 만기후 -1개월 이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/2 -1개월초과~3개월이내 만기일 당시 계약기간에 해당하는 상호부금 기본금리의 1/4 -3개월 초과 만기일 당시 보통예금 기본금리,- 1인 1계좌 - 월 가입한도 : 100만원,1000000,20260729,99991231,202607291253,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0002,카카오뱅크 자유적금,F,자유적립식,6,S,단리,3.50%,2.96%,3.70%,"100,000","6,125","5,182","605,182",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),자동이체시 우대금리 제공 : 연 0.20%p - 제공조건 : 전체 계약월수의 1/2이상을 자동이체로 납입하고 만기 해지하는 경우 - 유의사항 : 만기 자동연장된 원리금은 우대금리를 제공하지 않음,- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 가입금액 : 1천원 이상(원단위) 3. 가입기간 : 6개월 이상 ~ 36개월 이하(월, 일단위 지정 가능) 4. 월 적립한도 : 1천원 이상 월 300만원 이하 원단위(단, 자동연장된 원리금은 월 적립한도에 포함되지 않음)",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0002,카카오뱅크 자유적금,F,자유적립식,36,S,단리,3.00%,2.54%,3.20%,"100,000","166,500","140,859","3,740,859",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),자동이체시 우대금리 제공 : 연 0.20%p - 제공조건 : 전체 계약월수의 1/2이상을 자동이체로 납입하고 만기 해지하는 경우 - 유의사항 : 만기 자동연장된 원리금은 우대금리를 제공하지 않음,- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 가입금액 : 1천원 이상(원단위) 3. 가입기간 : 6개월 이상 ~ 36개월 이하(월, 일단위 지정 가능) 4. 월 적립한도 : 1천원 이상 월 300만원 이하 원단위(단, 자동연장된 원리금은 월 적립한도에 포함되지 않음)",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0002,카카오뱅크 자유적금,F,자유적립식,24,S,단리,3.00%,2.54%,3.20%,"100,000","75,000","63,450","2,463,450",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),자동이체시 우대금리 제공 : 연 0.20%p - 제공조건 : 전체 계약월수의 1/2이상을 자동이체로 납입하고 만기 해지하는 경우 - 유의사항 : 만기 자동연장된 원리금은 우대금리를 제공하지 않음,- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 가입금액 : 1천원 이상(원단위) 3. 가입기간 : 6개월 이상 ~ 36개월 이하(월, 일단위 지정 가능) 4. 월 적립한도 : 1천원 이상 월 300만원 이하 원단위(단, 자동연장된 원리금은 월 적립한도에 포함되지 않음)",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0002,카카오뱅크 자유적금,F,자유적립식,12,S,단리,3.65%,3.09%,3.85%,"100,000","23,725","20,071","1,220,071",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),자동이체시 우대금리 제공 : 연 0.20%p - 제공조건 : 전체 계약월수의 1/2이상을 자동이체로 납입하고 만기 해지하는 경우 - 유의사항 : 만기 자동연장된 원리금은 우대금리를 제공하지 않음,- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 가입금액 : 1천원 이상(원단위) 3. 가입기간 : 6개월 이상 ~ 36개월 이하(월, 일단위 지정 가능) 4. 월 적립한도 : 1천원 이상 월 300만원 이하 원단위(단, 자동연장된 원리금은 월 적립한도에 포함되지 않음)",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0005,카카오뱅크 26주적금,F,자유적립식,6,S,단리,2.00%,1.69%,5.00%,"100,000","3,500","2,961","602,961",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),자동이체 연속 성공 우대금리 제공 : 최고 연 3.00%p - 제공조건 ① 7주차까지 자동이체 납입을 연속 성공하고 만기해지 하는 경우 연 1.00%p 제공 ② 26주차까지 자동이체 납입을 연속 성공하고 만기해지 하는 경우 연 2.00%p 추가 제공 - 유의사항 : 자동이체 실패한 주차를 빈자리채우기 하여도 성공으로 인정되지 않음,- 만기 후 1개월 이내 : 가입시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 가입금액 : 1천원, 2천원, 3천원, 5천원, 1만원 3. 가입기간 : 6개월 4. 26주적금서비스(자동이체)를 통해서 납입이 가능하며, 그 외의 입금은 모두 제한됨 (단, 26주적금 서비스를 통한 납입 실패 시 빈자리 채우기로 납입 가능)",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0006,카카오뱅크 한달적금,F,자유적립식,1,S,단리,0.50%,0.42%,6.00%,"100,000",42,35,"100,035",스마트폰,1,제한없음 (만 14세 이상의 실명의 개인),매일/보너스 우대금리 제공 : 최고 연 5.50%p - 제공조건 ① 매일 우대금리 : 매 입금 시 마다 연 0.10%p 제공(최대 연 3.10%p) ② 보너스 우대금리 : 누적하여 5/10/15/20/25/31회 입금 시 해당 우대금리 제공(최대 연 2.40%p) - 유의사항 : 만기 해지하는 경우에만 제공,- 만기 후 1개월 이내 : 가입시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법 : 스마트폰 2. 납입금액 : 1회 100원 이상 3만원 이하(원단위) 3. 가입기간 : 31일 4. 직접 납입을 통해서 1일 1회만 입금 가능하며, 그 외의 입금은 모두 제한됨",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0015130,주식회사 카카오뱅크,10-01-30-355-0007,카카오뱅크 우리아이적금,F,자유적립식,12,S,단리,3.00%,2.54%,7.00%,"100,000","19,500","16,497","1,216,497",스마트폰,1,제한없음 (우리아이통장을 보유한 만 0세 이상 만 17세 미만의 실명의 개인),자동이체시 우대금리 제공 : 연 4.00%p - 제공조건 : 전체 계약월수의 1/2이상을 자동이체로 납입하고 만기 해지하는 경우 - 유의사항 : 만기 자동연장된 원리금은 우대금리를 제공하지 않음,- 만기 후 1개월 이내 : 가입시점 기본금리x50% - 만기 후 1개월초과 3개월 이내 : 가입시점 기본금리x30% - 만기 후 3개월 초과 : 0.20%,"1. 가입방법: 스마트폰 2. 가입기간 : 12개월 3. 월 적립한도: 1천원 이상 월 20만원 이하 원단위(단, 자동연장된 원리금은 월 적립한도에 포함되지 않음) 4. 우리아이서비스를 통해 법정대리인으로 확인된 부 또는 모가 본인을 대리하여 가입 가능",,20260720,,202607201116,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001003,토스뱅크 굴비 적금,F,자유적립식,6,S,단리,1.80%,1.52%,4.30%,"100,000","3,150","2,665","602,665",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 만기 해지 시 : 연 2.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 · 우대금리는 만기 해지하는 경우에만 제공됨",300000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001004,토스뱅크 자유 적금,F,자유적립식,12,S,단리,2.50%,2.11%,3.00%,"100,000","16,250","13,748","1,213,748",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 0.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 이상 300만원 이하 · 우대금리는 만기 해지하는 경우에만 제공됨",3000000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001004,토스뱅크 자유 적금,F,자유적립식,24,S,단리,2.50%,2.11%,3.00%,"100,000","62,500","52,875","2,452,875",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 0.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 이상 300만원 이하 · 우대금리는 만기 해지하는 경우에만 제공됨",3000000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001004,토스뱅크 자유 적금,F,자유적립식,3,S,단리,1.30%,1.10%,1.80%,"100,000",650,550,"300,550",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 0.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 이상 300만원 이하 · 우대금리는 만기 해지하는 경우에만 제공됨",3000000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001004,토스뱅크 자유 적금,F,자유적립식,36,S,단리,2.50%,2.11%,3.00%,"100,000","138,750","117,382","3,717,382",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 0.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 이상 300만원 이하 · 우대금리는 만기 해지하는 경우에만 제공됨",3000000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001004,토스뱅크 자유 적금,F,자유적립식,6,S,단리,1.80%,1.52%,2.30%,"100,000","3,150","2,665","602,665",스마트폰,1,제한없음 (· 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 0.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,"· 1인 1계좌 (단, 이벤트 등으로 토스뱅크가 복수의 계좌개설을 허용하는 경우 추가 개설 가능) · 가입금액 : 0원 이상 300만원 이하 · 우대금리는 만기 해지하는 경우에만 제공됨",3000000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0017801,토스뱅크 주식회사,1001303001005,토스뱅크 아이 적금,F,자유적립식,12,S,단리,2.50%,2.11%,5.00%,"100,000","16,250","13,748","1,213,748",스마트폰,3,일부제한 (· 토스뱅크 아이 통장을 보유한 15세 이하 실명의 개인),· 적금 가입 시 설정되는 월 단위 자동이체를 모두 성공하는 경우 : 연 2.50% 제공,· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% · 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% · 만기 후 3개월 초과 : 연 0.10%,· 1인 1계좌 · 가입금액 : 0원 · 우대금리는 만기 해지하는 경우에만 제공됨,200000,20260720,99991231,202607201028,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
030300,저축은행,202607,0010345,애큐온저축은행,HK00002,정기적금,S,정액적립식,6,S,단리,1.60%,1.35%,1.60%,"100,000","2,800","2,369","602,369","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음,없음,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상,,20260720,,202607201300,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
030300,저축은행,202607,0010345,애큐온저축은행,HK00002,정기적금,S,정액적립식,3,S,단리,1.40%,1.18%,1.40%,"100,000",700,592,"300,592","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음,없음,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상,,20260720,,202607201300,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
030300,저축은행,202607,0010345,애큐온저축은행,HK00002,정기적금,S,정액적립식,36,S,단리,2.30%,1.95%,2.30%,"100,000","127,650","107,992","3,707,992","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음,없음,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상,,20260720,,202607201300,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
030300,저축은행,202607,0010345,애큐온저축은행,HK00002,정기적금,S,정액적립식,24,S,단리,2.20%,1.86%,2.20%,"100,000","55,000","46,530","2,446,530","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음,없음,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상,,20260720,,202607201300,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
030300,저축은행,202607,0010345,애큐온저축은행,HK00002,정기적금,S,정액적립식,12,S,단리,2.20%,1.86%,2.20%,"100,000","14,300","12,098","1,212,098","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음,없음,만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용),불입금액 : 1만원 이상,,20260720,,202607201300,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
