권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,적립유형 코드,적립유형명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,최고 우대금리,월 납입액(예시),세전 이자(예시),세후 이자(예시),만기 수령액(예시),가입방법,가입제한 코드,가입 대상,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,F,자유적립식,12,S,단리,2.45%,2.07%,3.85%,"100,000","15,925","13,473","1,213,473","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,F,자유적립식,24,S,단리,2.40%,2.03%,3.80%,"100,000","60,000","50,760","2,450,760","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,F,자유적립식,36,S,단리,2.40%,2.03%,3.80%,"100,000","133,200","112,687","3,712,687","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,S,정액적립식,12,S,단리,2.45%,2.07%,3.85%,"100,000","15,925","13,473","1,213,473","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,S,정액적립식,24,S,단리,2.40%,2.03%,3.80%,"100,000","60,000","50,760","2,450,760","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001F,우리SUPER주거래적금,S,정액적립식,36,S,단리,2.40%,2.03%,3.80%,"100,000","133,200","112,687","3,712,687","영업점,인터넷,스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),1.우리은행 입출식 계좌에서 각 항목별 실적 월 수가 계약기간의 1/2이상인 경우 가.급여/연금 이체:연 0.7%p 나.공과금 자동이체 출금: 0.3%p 다.우리카드사 신용/체크카드 결제 10만원 이상: 연 0.3%p 2.상품서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS항목을 모두 동의 후 만기까지 유지 : 연 0.1%p 3.금리쿠폰을 적용,만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년/2년/3년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001L,WON적금,F,자유적립식,12,S,단리,3.20%,2.71%,3.40%,"100,000","20,800","17,597","1,217,597","스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),"1. 아래 각 항(가, 나)의 조건을 충족하는 경우 합산 최대 연 0.2%p 우대 가. 이 적금을 우리꿈통장, WON통장에 연결하여 가입하는 경우 : 0.1%p 나. 우리 오픈뱅킹 서비스에 타행계좌가 등록되어 있는 경우 : 연 0.1%p",만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010001,우리은행,WR0001L,WON적금,S,정액적립식,12,S,단리,3.20%,2.71%,3.40%,"100,000","20,800","17,597","1,217,597","스마트폰,전화(텔레뱅킹)",1,제한없음 (실명의 개인),"1. 아래 각 항(가, 나)의 조건을 충족하는 경우 합산 최대 연 0.2%p 우대 가. 이 적금을 우리꿈통장, WON통장에 연결하여 가입하는 경우 : 0.1%p 나. 우리 오픈뱅킹 서비스에 타행계좌가 등록되어 있는 경우 : 연 0.1%p",만기 후 - 1개월이내 : 만기시점약정이율×50% - 1개월초과 6개월이내: 만기시점약정이율×30% - 6개월초과 : 만기시점약정이율×20% ※ 만기시점 약정이율 : 일반정기적금 금리,1. 가입기간 : 1년 2. 가입금액 : 월 50만원 이내,,20260720,,202607201125,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,S,정액적립식,6,S,단리,2.40%,2.03%,2.40%,"100,000","4,200","3,553","603,553","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,S,정액적립식,36,S,단리,2.80%,2.37%,2.80%,"100,000","155,400","131,468","3,731,468","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,S,정액적립식,24,S,단리,2.75%,2.33%,2.75%,"100,000","68,750","58,162","2,458,162","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,S,정액적립식,12,S,단리,2.70%,2.28%,2.70%,"100,000","17,550","14,847","1,214,847","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,F,자유적립식,6,S,단리,2.30%,1.95%,2.30%,"100,000","4,025","3,405","603,405","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,F,자유적립식,36,S,단리,2.65%,2.24%,2.65%,"100,000","147,075","124,425","3,724,425","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,F,자유적립식,24,S,단리,2.60%,2.20%,2.60%,"100,000","65,000","54,990","2,454,990","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010002,한국스탠다드차타드은행,00266451,퍼스트가계적금,F,자유적립식,12,S,단리,2.55%,2.16%,2.55%,"100,000","16,575","14,022","1,214,022","영업점,인터넷,스마트폰",1,제한없음 (개인(개인사업자 포함)),없음,만기 후 1개월: 약정이율의 50% 만기 후 1개월 초과 1년 이내: 약정이율의 30% 만기 후 1년 초과: 약정이율의 10%,해당없음,10000000,20260720,99991231,202607201055,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010016,아이엠뱅크,10521001001166004,iM함께적금,S,정액적립식,12,S,단리,3.00%,2.54%,3.85%,"100,000","19,500","16,497","1,216,497","영업점,인터넷,스마트폰",1,제한없음 (실명의 개인 및 개인사업자),"*최고우대금리:연0.85%p -전월 총수신 평잔 30만원 이상 또는 첫만남플러스통장 보유:연0.10%p -당행 주택청약상품 보유 -신규일 ""iM함께예금"" 동시 가입 및 만기 보유 각 연0.20%p -당행 오픈뱅킹서비스에 다른 은행 계좌 등록:연0.30%p *해당 상품을 인터넷/모바일뱅킹을 통해 가입:연0.05%p",만기 후 1개월 미만 경과: 약정이자율 x 50% 만기 후 3개월 미만 경과: 약정이자율 x 25% 만기 후 3개월 이상 경과: 약정이자율 x 10%,계좌당 가입 최저한도 : 10만원,,20260728,,202607280905,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400490002,펫 적금,S,정액적립식,12,S,단리,2.20%,1.86%,3.10%,"100,000","14,300","12,098","1,212,098","영업점,스마트폰",1,제한없음 (실명의 개인고객(1인 1계좌)),"*우대이율 6개월제 최대 0.55%, 12개월제 최대 0.90%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 50만원 이하 원단위 2. 정기적립식,500000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400490002,펫 적금,S,정액적립식,6,S,단리,2.15%,1.82%,2.70%,"100,000","3,762","3,183","603,183","영업점,스마트폰",1,제한없음 (실명의 개인고객(1인 1계좌)),"*우대이율 6개월제 최대 0.55%, 12개월제 최대 0.90%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 50만원 이하 원단위 2. 정기적립식,500000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400510001,저탄소 실천 적금,F,자유적립식,12,S,단리,2.50%,2.11%,3.00%,"100,000","16,250","13,748","1,213,748","영업점,인터넷,스마트폰",1,제한없음,조건 달성여부에 따라 우대금리 적용 *개인형 우대이율: 최대0.5% *기업형(개인사업자 및 법인)우대이율: 최대0.4%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 1천만원 이하 원단위 (월 1천만원 이하 불입 가능) 2. 자유적립식,10000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400510001,저탄소 실천 적금,F,자유적립식,24,S,단리,2.40%,2.03%,2.90%,"100,000","60,000","50,760","2,450,760","영업점,인터넷,스마트폰",1,제한없음,조건 달성여부에 따라 우대금리 적용 *개인형 우대이율: 최대0.5% *기업형(개인사업자 및 법인)우대이율: 최대0.4%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 1천만원 이하 원단위 (월 1천만원 이하 불입 가능) 2. 자유적립식,10000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400510001,저탄소 실천 적금,F,자유적립식,36,S,단리,2.30%,1.95%,2.80%,"100,000","127,650","107,992","3,707,992","영업점,인터넷,스마트폰",1,제한없음,조건 달성여부에 따라 우대금리 적용 *개인형 우대이율: 최대0.5% *기업형(개인사업자 및 법인)우대이율: 최대0.4%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 1천만원 이하 원단위 (월 1천만원 이하 불입 가능) 2. 자유적립식,10000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400510001,저탄소 실천 적금,F,자유적립식,6,S,단리,2.30%,1.95%,2.80%,"100,000","4,025","3,405","603,405","영업점,인터넷,스마트폰",1,제한없음,조건 달성여부에 따라 우대금리 적용 *개인형 우대이율: 최대0.5% *기업형(개인사업자 및 법인)우대이율: 최대0.4%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1만원 이상 1천만원 이하 원단위 (월 1천만원 이하 불입 가능) 2. 자유적립식,10000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400530001,BNK내맘대로 적금,F,자유적립식,6,S,단리,2.50%,2.11%,2.70%,"100,000","4,375","3,701","603,701","영업점,인터넷,스마트폰",1,제한없음,*우대이율 최대 0.2% - 신규시 우대이율 0.05% 및 해지시 우대이율 최대 0.15%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입금액 : 1천원 이상 2. 가입기간 : 6개월 이상 60개월 이하(일단위) 3. 자유적립식,,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400530001,BNK내맘대로 적금,F,자유적립식,36,S,단리,2.60%,2.20%,2.80%,"100,000","144,300","122,078","3,722,078","영업점,인터넷,스마트폰",1,제한없음,*우대이율 최대 0.2% - 신규시 우대이율 0.05% 및 해지시 우대이율 최대 0.15%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입금액 : 1천원 이상 2. 가입기간 : 6개월 이상 60개월 이하(일단위) 3. 자유적립식,,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400530001,BNK내맘대로 적금,F,자유적립식,24,S,단리,2.70%,2.28%,2.90%,"100,000","67,500","57,105","2,457,105","영업점,인터넷,스마트폰",1,제한없음,*우대이율 최대 0.2% - 신규시 우대이율 0.05% 및 해지시 우대이율 최대 0.15%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입금액 : 1천원 이상 2. 가입기간 : 6개월 이상 60개월 이하(일단위) 3. 자유적립식,,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400530001,BNK내맘대로 적금,F,자유적립식,12,S,단리,2.90%,2.45%,3.10%,"100,000","18,850","15,947","1,215,947","영업점,인터넷,스마트폰",1,제한없음,*우대이율 최대 0.2% - 신규시 우대이율 0.05% 및 해지시 우대이율 최대 0.15%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입금액 : 1천원 이상 2. 가입기간 : 6개월 이상 60개월 이하(일단위) 3. 자유적립식,,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400660001,부산이라 좋다 Big적금,F,자유적립식,1,S,단리,2.60%,2.20%,4.60%,"100,000",217,183,"100,183",스마트폰,1,제한없음 (만 14세이상 실명의 개인고객(1인 1계좌)),"*우대이율 6개월 미만 최대2.00%, 6개월 이상 2.20%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1천원 이상 100만원 이하 원단위 2. 자유적립식,1000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400660001,부산이라 좋다 Big적금,F,자유적립식,12,S,단리,2.60%,2.20%,4.80%,"100,000","16,900","14,297","1,214,297",스마트폰,1,제한없음 (만 14세이상 실명의 개인고객(1인 1계좌)),"*우대이율 6개월 미만 최대2.00%, 6개월 이상 2.20%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1천원 이상 100만원 이하 원단위 2. 자유적립식,1000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400660001,부산이라 좋다 Big적금,F,자유적립식,3,S,단리,2.60%,2.20%,4.60%,"100,000","1,300","1,100","301,100",스마트폰,1,제한없음 (만 14세이상 실명의 개인고객(1인 1계좌)),"*우대이율 6개월 미만 최대2.00%, 6개월 이상 2.20%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1천원 이상 100만원 이하 원단위 2. 자유적립식,1000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400660001,부산이라 좋다 Big적금,F,자유적립식,6,S,단리,2.60%,2.20%,4.80%,"100,000","4,550","3,849","603,849",스마트폰,1,제한없음 (만 14세이상 실명의 개인고객(1인 1계좌)),"*우대이율 6개월 미만 최대2.00%, 6개월 이상 2.20%",- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1. 가입한도: 월 1천원 이상 100만원 이하 원단위 2. 자유적립식,1000000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010017,부산은행,01020400700001,Only One 주거래 우대적금,F,자유적립식,12,S,단리,2.30%,1.95%,4.80%,"100,000","14,950","12,648","1,212,648","영업점,스마트폰",1,제한없음 (만14세 이상 실명의 개인(1인 1계좌)),* 우대이율 최대 2.5% - 공통 우대이율 최대 2% - 가입자격별 우대이율 최대 0.5%,- 만기후 1년이내:가입기간별 일반정기적금 기본이율 x 50% - 만기후 1년초과:가입기간별 일반정기적금 기본이율 x 20%,1.가입금(적립)금액 : 월 1천원 이상 50만원 이하 2. 가입기간 : 12개월,500000,20260723,,202607231630,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,S,정액적립식,6,S,단리,2.40%,2.03%,3.60%,"100,000","4,200","3,553","603,553","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,S,정액적립식,36,S,단리,2.40%,2.03%,3.60%,"100,000","133,200","112,687","3,712,687","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,S,정액적립식,24,S,단리,2.40%,2.03%,3.60%,"100,000","60,000","50,760","2,450,760","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,S,정액적립식,12,S,단리,2.50%,2.11%,3.70%,"100,000","16,250","13,748","1,213,748","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,F,자유적립식,6,S,단리,2.20%,1.86%,3.40%,"100,000","3,850","3,257","603,257","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
020000,은행,202607,0010019,광주은행,TD11330029000,해피라이프_여행스케치적금V,F,자유적립식,36,S,단리,2.20%,1.86%,3.40%,"100,000","122,100","103,297","3,703,297","영업점,스마트폰",1,"제한없음 (제한없음(단,국가및지방자치단체제외))",▶ 최고우대금리 1.20%p ①해피라이프_여행스케치외화적금V 동일자가입 0.5%p ②해지원금 기준 500만원이상 : 최고0.2%p ③신용(체크)카드사용실적300만원이상:최고 0.3%p ④개인(신용)정보 동의: 0.2%p,*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 고시금리의 1/2 *만기후 1개월 초과: 0.1%,1. 가입기간 : 6개월이상 3년제 2. 가입금액 : 월5만원 이상 5백만원 이하 (1인1계좌),5000000,20260720,,202607200935,금융감독원 금융상품한눈에 적금 Open API,2026-08-10T14:25:09
