권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,세후 이자(예시),최고 우대금리,가입방법,가입제한 코드,가입 대상,이자계산방식,금융상품 문의,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
030300,저축은행,202607,0012840,대신저축은행,TD31,회전정기예금,12,M,복리,3.50%,2.96%,"300,896",3.50%,영업점,1,제한없음 (모든고객),복리,,없음,* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%),영업점전용상품,,20260729,,202607290759,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012840,대신저축은행,TD33,스마트회전정기예금,12,S,단리,3.50%,2.96%,"296,000",3.50%,스마트폰,1,제한없음 (스마트뱅크 가입고객),단리,,없음,* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%),가입채널 제한 (모바일앱전용상품),,20260729,,202607290759,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012840,대신저축은행,TD33,스마트회전정기예금,12,M,복리,3.50%,2.96%,"300,896",3.50%,스마트폰,1,제한없음 (스마트뱅크 가입고객),복리,,없음,* 만기후 1개월 이내 : 마지막 회전주기의 약정이율나 만기시점 동일상품 신규 약정이율 중 낮은이율 * 만기후 1개월 초과: 만기시점 보통예금 이율 (현재 0.1%),가입채널 제한 (모바일앱전용상품),,20260729,,202607290759,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,1,S,단리,1.80%,1.52%,"13,000",1.80%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,3,S,단리,2.20%,1.86%,"47,000",2.20%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,6,S,단리,2.50%,2.11%,"106,000",2.50%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,12,S,단리,3.60%,3.05%,"305,000",3.60%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,24,S,단리,2.20%,1.86%,"372,000",2.20%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,36,S,단리,2.00%,1.69%,"508,000",2.00%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,1,M,복리,1.80%,1.52%,"12,690",1.80%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,3,M,복리,2.20%,1.86%,"46,615",2.20%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,6,M,복리,2.50%,2.11%,"106,302",2.50%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,12,M,복리,3.60%,3.05%,"309,636",3.60%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,24,M,복리,2.20%,1.86%,"380,195",2.20%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240066,참기특한정기예금,36,M,복리,2.00%,1.69%,"522,689",2.00%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),1,S,단리,1.80%,1.52%,"13,000",1.80%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),3,S,단리,2.20%,1.86%,"47,000",2.20%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),6,S,단리,2.50%,2.11%,"106,000",2.50%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),12,S,단리,3.70%,3.13%,"313,000",3.70%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),24,S,단리,2.20%,1.86%,"372,000",2.20%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),36,S,단리,2.00%,1.69%,"508,000",2.00%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),1,M,복리,1.80%,1.52%,"12,690",1.80%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),3,M,복리,2.20%,1.86%,"46,615",2.20%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),6,M,복리,2.50%,2.11%,"106,302",2.50%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),12,M,복리,3.70%,3.13%,"318,383",3.70%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),24,M,복리,2.20%,1.86%,"380,195",2.20%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240071,참기특한정기예금(비대면),36,M,복리,2.00%,1.69%,"522,689",2.00%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,-만기후 1개월 이내:약정금리와 현행고시 금리중 낮은 이율 -1개월미만 해지 및 만기경과 1개월 초과 : 보통예금이율,없음,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240074,IBKSB 회전정기예금(변동금리),12,S,단리,3.70%,3.13%,"313,000",3.70%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율,매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240074,IBKSB 회전정기예금(변동금리),12,M,복리,3.70%,3.13%,"318,383",3.70%,영업점,1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율,매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240076,IBKSB e-회전정기예금(변동금리),12,S,단리,3.80%,3.21%,"321,000",3.80%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",단리,,없음,* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율,매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0012889,IBK저축은행,240076,IBKSB e-회전정기예금(변동금리),12,M,복리,3.80%,3.21%,"327,139",3.80%,"인터넷,스마트폰",1,"제한없음 (제한없음 (단,비거주 외국인 제외))",복리,,없음,* 만기경과 1개월 이내 : 약정금리와 현행고시 금리중 낮은이율 * 만기경과 1개월 초과 : 보통예금 이율,매 회전주기 기준 정기예금 고시금리+0.10%우대금리 적용하여 약정이율 변동,,20260720,,202607201300,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),1,S,단리,2.20%,1.86%,"16,000",2.20%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),3,S,단리,2.50%,2.11%,"53,000",2.50%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),6,S,단리,3.50%,2.96%,"148,000",3.50%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),12,S,단리,3.70%,3.13%,"313,000",3.70%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),24,S,단리,3.20%,2.71%,"541,000",3.20%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),36,S,단리,3.00%,2.54%,"761,000",3.00%,영업점,1,제한없음,단리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),1,M,복리,2.20%,1.86%,"15,510",2.20%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),3,M,복리,2.50%,2.11%,"52,985",2.50%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),6,M,복리,3.50%,2.96%,"149,134",3.50%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),12,M,복리,3.70%,3.13%,"318,383",3.70%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),24,M,복리,3.20%,2.71%,"558,373",3.20%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1001,정기예금(대면),36,M,복리,3.00%,2.54%,"795,675",3.00%,영업점,1,제한없음,복리,,"비대면, 인터넷,모바일 가입시 0.1%우대",* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1003,삼삼한정기예금(회전정기예금)(1년단위 변동금리),12,S,단리,3.80%,3.21%,"321,000",3.80%,"영업점,인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1003,삼삼한정기예금(회전정기예금)(1년단위 변동금리),12,M,복리,3.80%,3.21%,"327,139",3.80%,"영업점,인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",1,S,단리,2.30%,1.95%,"16,000",2.30%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",3,S,단리,2.60%,2.20%,"55,000",2.60%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",6,S,단리,3.60%,3.05%,"152,000",3.60%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",12,S,단리,3.80%,3.21%,"321,000",3.80%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",24,S,단리,3.30%,2.79%,"558,000",3.30%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",36,S,단리,3.10%,2.62%,"787,000",3.10%,"인터넷,스마트폰",1,제한없음,단리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",1,M,복리,2.30%,1.95%,"16,215",2.30%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",3,M,복리,2.60%,2.20%,"55,109",2.60%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",6,M,복리,3.60%,3.05%,"153,427",3.60%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",12,M,복리,3.80%,3.21%,"327,139",3.80%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",24,M,복리,3.30%,2.79%,"576,379",3.30%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013002,BNK저축은행,BNK1005,"정기예금(비대면,인터넷,모바일)",36,M,복리,3.10%,2.62%,"823,413",3.10%,"인터넷,스마트폰",1,제한없음,복리,,없음,* 1개월내 : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용,없음,,20260729,,202607290838,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013127,KB저축은행,240000,정기예금,3,S,단리,2.20%,1.86%,"47,000",2.30%,영업점,1,제한없음,단리,,"- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율,- 3~36개월 가입가능 - 가입금액 : 100만원이상,,20260730,,202607300855,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0013127,KB저축은행,240000,정기예금,6,S,단리,2.30%,1.95%,"97,000",2.40%,영업점,1,제한없음,단리,,"- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율,- 3~36개월 가입가능 - 가입금액 : 100만원이상,,20260730,,202607300855,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
