권역코드,권역명,공시월,금융회사 코드,금융회사,금융상품 코드,상품명,저축기간(개월),금리유형 코드,금리유형명,세전 이자율,세후 이자율,세후 이자(예시),최고 우대금리,가입방법,가입제한 코드,가입 대상,이자계산방식,금융상품 문의,우대조건,만기 후 이자율,기타 유의사항,최고한도,공시 시작일,공시 종료일,금융회사 제출일,데이터 출처,수집일시
030300,저축은행,202607,0010345,애큐온저축은행,HK00011,3-UP정기예금(모바일),12,M,복리,3.85%,3.26%,"331,519",3.85%,스마트폰,1,"제한없음 (개인,개인사업자,법인)",복리,,없음,만기후 1개월 이내 해지 시 : 각 구간별 약정금리의 평균금리 (2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율 (2019.07.01 신규부터 적용),"가입금액 1백만원이상 가입기간 12개월(가입후 매3개월 단위로 구간별 약정이율 변동) 약정이율 : 3.85%(평균금리) (1구간 2.40%, 2구간 3.40%, 3구간 4.60%, 4구간 5.00%) 중도해지이율 : 경과한 구간은 구간별 약정금리 + 잔여경과일수의 보통예금금리 제공 (3개월미만은 보통예금금리 이자율 적용)",,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00012,처음만난예금(모바일전용),12,M,복리,4.00%,3.38%,"344,673",4.10%,스마트폰,1,제한없음 (당행 정기예금 가입 이력이 없는 개인),복리,,최고우대금리 : 0.4% - 당행 정기예금 첫거래 고객 우대 : 0.3% (고시금리 포함) - 개인(신용)정보 마케팅(SMS)동의 유지 : 0.1% (고시금리 미포함),만기후 1개월 이내 해지시 : 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,가입금액 1십만원 이상 5천만원 이하 1인1상품 모바일전용가입상품,50000000,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00013,다시만난예금(모바일전용),12,S,단리,3.70%,3.13%,"313,000",4.05%,스마트폰,1,제한없음 (개인),단리,,최고우대금리 : 0.35% - 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25% (고시금리 미포함) - 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35% (고시금리 미포함),만기후 1개월 이내 해지시 : 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,가입금액 : 1십만원 이상 3천만원 이하 가입기간 : 7개월 ~24개월 1인1계좌 모바일전용가입상품,30000000,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00013,다시만난예금(모바일전용),24,S,단리,3.40%,2.88%,"575,000",3.75%,스마트폰,1,제한없음 (개인),단리,,최고우대금리 : 0.35% - 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25% (고시금리 미포함) - 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35% (고시금리 미포함),만기후 1개월 이내 해지시 : 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,가입금액 : 1십만원 이상 3천만원 이하 가입기간 : 7개월 ~24개월 1인1계좌 모바일전용가입상품,30000000,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00013,다시만난예금(모바일전용),12,M,복리,3.70%,3.13%,"318,383",4.05%,스마트폰,1,제한없음 (개인),복리,,최고우대금리 : 0.35% - 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25% (고시금리 미포함) - 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35% (고시금리 미포함),만기후 1개월 이내 해지시 : 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,가입금액 : 1십만원 이상 3천만원 이하 가입기간 : 7개월 ~24개월 1인1계좌 모바일전용가입상품,30000000,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00013,다시만난예금(모바일전용),24,M,복리,3.40%,2.88%,"594,420",3.75%,스마트폰,1,제한없음 (개인),복리,,최고우대금리 : 0.35% - 다시 거래하는 고객 우대(6개월 이상 정기예금 미보유 : 0.25% (고시금리 미포함) - 다시 거래하는 고객 우대(12개월 이상 정기예금 미보유 : 0.35% (고시금리 미포함),만기후 1개월 이내 해지시 : 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,가입금액 : 1십만원 이상 3천만원 이하 가입기간 : 7개월 ~24개월 1인1계좌 모바일전용가입상품,30000000,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00014,플러스회전식(6M)정기예금(영업점),6,S,단리,3.90%,3.30%,"165,000",3.90%,영업점,1,"제한없음 (개인,개인사업자,법인)",단리,,없음,만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,"가입금액 : 1백만원 이상 가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동) 회전시 적용이율 : 회전시점 정기예금 1년금리+0.1% 중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00014,플러스회전식(6M)정기예금(영업점),6,M,복리,3.90%,3.30%,"166,316",3.90%,영업점,1,"제한없음 (개인,개인사업자,법인)",복리,,없음,만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,"가입금액 : 1백만원 이상 가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동) 회전시 적용이율 : 회전시점 정기예금 1년금리+0.1% 중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00015,플러스회전식(6M)정기예금(모바일),6,S,단리,4.00%,3.38%,"169,000",4.00%,스마트폰,1,"제한없음 (개인,개인사업자,법인)",단리,,없음,만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,"가입금액 : 1백만원 이상 가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동) 회전시 적용이율 : 회전시점 정기예금 1년금리+0.1% 중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010345,애큐온저축은행,HK00015,플러스회전식(6M)정기예금(모바일),6,M,복리,4.00%,3.38%,"170,616",4.00%,스마트폰,1,"제한없음 (개인,개인사업자,법인)",복리,,없음,만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리 만기후 1개월 초과 이후 해지 시 : 보통예금이율,"가입금액 : 1백만원 이상 가입기간 : 36개월(가입후 6개월 회전주기 단위로 약정이율 변동) 회전시 적용이율 : 회전시점 정기예금 1년금리+0.1% 중도해지이율 : 가입후 6개월 이내(정기예금 6개월내 중도해지 금리), 가입후 6개월 이후(회전기간 충족기간은 회전구간별 약정이율, 회전기간 미충족기간은 직전 회전시점 기본금리)",,20260803,,202608030858,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,1,S,단리,1.20%,1.02%,"8,000",1.20%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,3,S,단리,2.00%,1.69%,"42,000",2.00%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,6,S,단리,3.90%,3.30%,"165,000",3.90%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,12,S,단리,3.90%,3.30%,"330,000",3.90%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,24,S,단리,2.90%,2.45%,"491,000",2.90%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,36,S,단리,2.90%,2.45%,"736,000",2.90%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,1,M,복리,1.20%,1.02%,"8,460",1.20%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,3,M,복리,2.00%,1.69%,"42,371",2.00%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,6,M,복리,3.90%,3.30%,"166,316",3.90%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,12,M,복리,3.90%,3.30%,"335,902",3.90%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,24,M,복리,2.90%,2.45%,"504,562",2.90%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24000,정기예금,36,M,복리,2.90%,2.45%,"768,017",2.90%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,1,S,단리,1.20%,1.02%,"8,000",1.20%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,3,S,단리,2.00%,1.69%,"42,000",2.00%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,6,S,단리,3.90%,3.30%,"165,000",3.90%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,12,S,단리,3.90%,3.30%,"330,000",3.90%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,24,S,단리,2.90%,2.45%,"491,000",2.90%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,36,S,단리,2.90%,2.45%,"736,000",2.90%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,1,M,복리,1.20%,1.02%,"8,460",1.20%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,3,M,복리,2.00%,1.69%,"42,371",2.00%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,6,M,복리,3.90%,3.30%,"166,316",3.90%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,12,M,복리,3.90%,3.30%,"335,902",3.90%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,24,M,복리,2.90%,2.45%,"504,562",2.90%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24002,인터넷정기예금,36,M,복리,2.90%,2.45%,"768,017",2.90%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 가입 시 약정금리와 만기 시 동일 상품의 금리 중 낮은 금리 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 10만원 이상 -시장금리에 변동없는 최초 약정금리로 이자 수령,,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24036,OSB회전식정기예금,36,S,단리,3.90%,3.30%,"990,000",3.90%,영업점,1,제한없음,단리,,없음,-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 100만원 이상 -금리 1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 (회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용),,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24036,OSB회전식정기예금,36,M,복리,3.90%,3.30%,"1,048,246",3.90%,영업점,1,제한없음,복리,,없음,-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 100만원 이상 -금리 1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 (회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용),,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24037,인터넷OSB회전식정기예금,36,S,단리,3.90%,3.30%,"990,000",3.90%,"인터넷,스마트폰",1,제한없음,단리,,없음,-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 100만원 이상 -금리 1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 (회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용),,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010346,OSB저축은행,24037,인터넷OSB회전식정기예금,36,M,복리,3.90%,3.30%,"1,048,246",3.90%,"인터넷,스마트폰",1,제한없음,복리,,없음,-만기후 1개월 이내 : 마지막 회전주기의 약정이율과 동일상품 신규 약정 이율 중 낮은 이율 적용 -만기후 1개월 경과 : 보통예금 금리 적용,-가입금액 : 100만원 이상 -금리 1) 가입시점 : 가입일에 고시된 12개월 정기예금 고시이율 2) 회전기간 도래시점 : 매 회전기간 시작일에 고시된 12개월 정기예금 고시이율 (회전도래일이 휴일 경우 다음 회전주기의 이자율은 휴일 전영업일의 금리 적용),,20260803,,202608030835,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,1,S,단리,1.30%,1.10%,"9,000",1.30%,영업점,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,3,S,단리,2.00%,1.69%,"42,000",2.00%,영업점,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,6,S,단리,2.20%,1.86%,"93,000",2.20%,영업점,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,12,S,단리,3.85%,3.26%,"326,000",3.85%,영업점,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,24,S,단리,2.10%,1.78%,"355,000",2.10%,영업점,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,1,M,복리,1.30%,1.10%,"9,165",1.30%,영업점,1,제한없음 (실명의 개인/법인),복리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,3,M,복리,2.00%,1.69%,"42,371",2.00%,영업점,1,제한없음 (실명의 개인/법인),복리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,6,M,복리,2.20%,1.86%,"93,488",2.20%,영업점,1,제한없음 (실명의 개인/법인),복리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,12,M,복리,3.85%,3.26%,"331,519",3.85%,영업점,1,제한없음 (실명의 개인/법인),복리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240000,정기예금,24,M,복리,2.10%,1.78%,"362,563",2.10%,영업점,1,제한없음 (실명의 개인/법인),복리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 영업점,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
030300,저축은행,202607,0010349,디비저축은행,240007,E-정기예금,1,S,단리,1.30%,1.10%,"9,000",1.30%,인터넷,1,제한없음 (실명의 개인/법인),단리,,해당사항없음,1개월 이하 : 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율 / 1개월 초과 : 0.1%,최소가입금액 : 10만원이상 / 가입채널 : 인터넷뱅킹,,20260806,,202608061652,금융감독원 금융상품한눈에 Open API,2026-08-10T14:19:08
